,geo_h3_10,city,primary,primary_link,secondary,secondary_link,tertiary,residential,motorway,unclassified
8780,8a1016080c9ffff,Нижний Новгород,0,0,0,0,0,6,0,0
8781,8a1016080cc7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8782,8a1016080ccffff,Нижний Новгород,0,0,0,0,0,0,0,0
8783,8a1016080cd7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8784,8a1016080cdffff,Нижний Новгород,0,0,0,0,0,0,0,0
8785,8a1016080ce7fff,Нижний Новгород,0,0,0,0,0,2,0,0
8786,8a1016080ceffff,Нижний Новгород,0,0,0,0,1,1,0,0
8787,8a1016080cf7fff,Нижний Новгород,0,0,0,0,0,1,0,0
8788,8a1016080d4ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8789,8a1016080d5ffff,Нижний Новгород,0,0,0,0,0,1,0,0
8790,8a1016080d6ffff,Нижний Новгород,0,0,0,0,0,1,0,0
8791,8a1016081007fff,Нижний Новгород,0,0,0,0,0,2,0,0
8792,8a101608100ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8793,8a1016081017fff,Нижний Новгород,0,0,0,0,0,0,0,0
8794,8a101608101ffff,Нижний Новгород,0,0,0,0,0,4,0,0
8795,8a1016081027fff,Нижний Новгород,0,0,0,0,0,0,0,0
8796,8a1016081047fff,Нижний Новгород,0,0,6,0,0,0,0,0
8797,8a101608104ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8798,8a1016081057fff,Нижний Новгород,0,0,0,0,0,0,0,0
8799,8a101608105ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8800,8a1016081067fff,Нижний Новгород,0,0,0,0,0,0,0,0
8801,8a101608106ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8802,8a1016081077fff,Нижний Новгород,0,0,0,0,0,0,0,0
8803,8a1016081087fff,Нижний Новгород,4,0,0,0,0,7,0,0
8804,8a101608108ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8805,8a1016081097fff,Нижний Новгород,0,0,0,0,0,1,0,0
8806,8a101608109ffff,Нижний Новгород,1,0,0,0,0,0,0,0
8807,8a10160810a7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8808,8a10160810affff,Нижний Новгород,0,0,0,0,0,2,0,0
8809,8a10160810b7fff,Нижний Новгород,5,0,0,0,0,0,0,0
8810,8a10160810c7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8811,8a10160810cffff,Нижний Новгород,0,0,0,0,0,0,0,0
8812,8a10160810d7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8813,8a10160810dffff,Нижний Новгород,0,0,0,0,0,0,0,0
8814,8a10160810e7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8815,8a10160810effff,Нижний Новгород,0,0,0,0,0,0,0,0
8816,8a10160810f7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8817,8a1016081107fff,Нижний Новгород,0,0,0,0,0,2,0,0
8818,8a1016081117fff,Нижний Новгород,0,0,0,0,0,4,0,0
8819,8a1016081127fff,Нижний Новгород,0,0,0,0,0,3,0,0
8820,8a1016081137fff,Нижний Новгород,0,0,0,0,0,0,0,0
8821,8a101608114ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8822,8a1016081167fff,Нижний Новгород,0,0,0,0,0,0,0,0
8823,8a10160811a7fff,Нижний Новгород,0,0,0,0,0,2,0,0
8824,8a10160811affff,Нижний Новгород,0,0,0,0,0,0,0,0
8825,8a10160811b7fff,Нижний Новгород,0,0,0,0,0,1,0,0
8826,8a1016081337fff,Нижний Новгород,0,0,0,0,0,0,0,0
8827,8a1016081397fff,Нижний Новгород,0,0,3,0,0,0,0,0
8828,8a10160813a7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8829,8a10160813b7fff,Нижний Новгород,0,0,10,0,0,0,0,0
8830,8a1016081447fff,Нижний Новгород,0,0,0,0,0,0,0,0
8831,8a1016081457fff,Нижний Новгород,0,0,0,0,0,0,0,0
8832,8a101608145ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8833,8a1016081467fff,Нижний Новгород,0,0,0,0,0,7,0,0
8834,8a101608146ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8835,8a1016081497fff,Нижний Новгород,0,0,0,0,0,1,0,0
8836,8a10160814c7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8837,8a10160814cffff,Нижний Новгород,0,0,0,0,0,4,0,0
8838,8a10160814dffff,Нижний Новгород,0,0,0,0,0,5,0,0
8839,8a10160814e7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8840,8a10160814effff,Нижний Новгород,0,0,0,0,0,1,0,0
8841,8a10160814f7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8842,8a1016081547fff,Нижний Новгород,0,0,0,0,0,7,0,0
8843,8a101608154ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8844,8a1016081557fff,Нижний Новгород,0,0,0,0,0,0,0,0
8845,8a101608155ffff,Нижний Новгород,0,0,0,0,0,1,0,0
8846,8a101608156ffff,Нижний Новгород,0,0,0,0,0,4,0,0
8847,8a10160815a7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8848,8a10160815b7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8849,8a101608160ffff,Нижний Новгород,13,0,0,0,0,0,0,0
8850,8a1016081617fff,Нижний Новгород,0,0,0,0,0,0,0,0
8851,8a101608161ffff,Нижний Новгород,0,0,0,0,0,4,0,0
8852,8a1016081627fff,Нижний Новгород,6,0,2,0,0,1,0,0
8853,8a101608162ffff,Нижний Новгород,7,0,0,0,0,0,0,0
8854,8a1016081637fff,Нижний Новгород,0,0,0,0,0,5,0,0
8855,8a1016081647fff,Нижний Новгород,14,0,0,0,0,0,0,0
8856,8a101608164ffff,Нижний Новгород,1,0,0,0,0,0,0,0
8857,8a101608165ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8858,8a10160816b7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8859,8a10160816c7fff,Нижний Новгород,0,0,0,0,0,3,0,0
8860,8a10160816cffff,Нижний Новгород,0,0,0,0,0,1,0,0
8861,8a10160816e7fff,Нижний Новгород,9,0,0,0,0,3,0,0
8862,8a10160816effff,Нижний Новгород,0,0,1,0,0,0,0,0
8863,8a1016081717fff,Нижний Новгород,0,0,0,0,0,0,0,0
8864,8a1016081727fff,Нижний Новгород,2,0,0,0,0,0,0,0
8865,8a101608172ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8866,8a1016081737fff,Нижний Новгород,0,0,0,0,0,0,0,0
8867,8a1016081747fff,Нижний Новгород,0,0,2,0,0,0,0,0
8868,8a101608174ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8869,8a1016081757fff,Нижний Новгород,0,0,0,0,0,0,0,0
8870,8a101608175ffff,Нижний Новгород,0,0,4,0,0,0,0,0
8871,8a1016081767fff,Нижний Новгород,0,0,0,0,0,0,0,0
8872,8a101608176ffff,Нижний Новгород,0,0,2,0,0,0,0,0
8873,8a1016081777fff,Нижний Новгород,0,0,0,0,0,0,0,0
8874,8a1016081797fff,Нижний Новгород,0,0,0,0,0,0,0,0
8875,8a10160817a7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8876,8a10160817b7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8877,8a1016081807fff,Нижний Новгород,0,0,0,0,0,0,0,0
8878,8a1016081817fff,Нижний Новгород,0,0,0,0,0,0,0,0
8879,8a101608181ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8880,8a1016081827fff,Нижний Новгород,0,0,0,0,3,1,0,0
8881,8a101608182ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8882,8a1016081837fff,Нижний Новгород,0,0,0,0,0,0,0,0
8883,8a1016081847fff,Нижний Новгород,0,0,0,0,0,0,0,0
8884,8a101608184ffff,Нижний Новгород,0,0,0,0,6,0,0,0
8885,8a1016081867fff,Нижний Новгород,0,0,0,0,0,0,0,0
8886,8a101608186ffff,Нижний Новгород,0,0,0,0,12,0,0,0
8887,8a1016081887fff,Нижний Новгород,0,0,0,0,0,4,0,0
8888,8a1016081897fff,Нижний Новгород,0,0,0,0,0,4,0,0
8889,8a101608189ffff,Нижний Новгород,0,0,0,0,0,1,0,0
8890,8a10160818a7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8891,8a10160818b7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8892,8a10160818d7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8893,8a10160818effff,Нижний Новгород,0,0,0,0,0,0,0,0
8894,8a10160818f7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8895,8a1016081907fff,Нижний Новгород,0,0,2,0,0,0,0,0
8896,8a101608190ffff,Нижний Новгород,0,0,0,0,3,0,0,0
8897,8a1016081917fff,Нижний Новгород,0,0,0,0,0,0,0,0
8898,8a101608191ffff,Нижний Новгород,0,0,2,0,0,5,0,0
8899,8a101608192ffff,Нижний Новгород,0,0,6,0,0,0,0,0
8900,8a1016081937fff,Нижний Новгород,0,0,0,0,0,0,0,0
8901,8a1016081947fff,Нижний Новгород,0,0,0,0,0,0,0,0
8902,8a1016081967fff,Нижний Новгород,0,0,1,0,6,0,0,0
8903,8a101608196ffff,Нижний Новгород,0,0,5,0,0,0,0,0
8904,8a1016081977fff,Нижний Новгород,0,0,0,0,3,0,0,0
8905,8a1016081987fff,Нижний Новгород,0,0,3,0,0,0,0,0
8906,8a101608198ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8907,8a1016081997fff,Нижний Новгород,0,0,5,0,0,0,0,0
8908,8a101608199ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8909,8a10160819a7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8910,8a10160819affff,Нижний Новгород,0,0,3,0,0,0,0,0
8911,8a10160819b7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8912,8a1016081a27fff,Нижний Новгород,0,0,0,0,0,4,0,0
8913,8a1016081a2ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8914,8a1016081a37fff,Нижний Новгород,0,0,0,0,0,0,0,0
8915,8a1016081a97fff,Нижний Новгород,0,0,1,0,0,0,0,0
8916,8a1016081ab7fff,Нижний Новгород,0,0,7,0,0,0,0,0
8917,8a1016081b07fff,Нижний Новгород,0,0,0,0,4,3,0,0
8918,8a1016081b0ffff,Нижний Новгород,0,0,0,0,0,1,0,0
8919,8a1016081b17fff,Нижний Новгород,0,0,4,0,0,0,0,0
8920,8a1016081b1ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8921,8a1016081b2ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8922,8a1016081b47fff,Нижний Новгород,0,0,0,0,0,1,0,0
8923,8a1016081b4ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8924,8a1016081b5ffff,Нижний Новгород,0,0,0,0,0,1,0,0
8925,8a1016081b67fff,Нижний Новгород,0,0,0,0,0,5,0,0
8926,8a1016081b6ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8927,8a1016081b77fff,Нижний Новгород,0,0,0,0,0,0,0,0
8928,8a1016081b87fff,Нижний Новгород,0,0,12,0,5,6,0,0
8929,8a1016081b8ffff,Нижний Новгород,0,0,0,0,4,0,0,0
8930,8a1016081b97fff,Нижний Новгород,0,0,0,0,0,1,0,0
8931,8a1016081baffff,Нижний Новгород,0,0,3,0,0,0,0,0
8932,8a1016081bb7fff,Нижний Новгород,0,0,0,0,6,0,0,0
8933,8a1016081c0ffff,Нижний Новгород,12,0,9,5,0,3,0,0
8934,8a1016081c17fff,Нижний Новгород,0,0,0,0,0,0,0,0
8935,8a1016081c1ffff,Нижний Новгород,0,0,4,0,0,11,0,0
8936,8a1016081c47fff,Нижний Новгород,0,0,0,0,0,0,0,0
8937,8a1016081c4ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8938,8a1016081c57fff,Нижний Новгород,0,0,0,0,0,0,0,0
8939,8a1016081c5ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8940,8a1016081c67fff,Нижний Новгород,0,0,0,0,0,6,0,0
8941,8a1016081c6ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8942,8a1016081c77fff,Нижний Новгород,0,0,0,0,0,3,0,0
8943,8a1016081c87fff,Нижний Новгород,0,0,0,0,0,0,0,0
8944,8a1016081c8ffff,Нижний Новгород,0,0,0,0,0,1,0,0
8945,8a1016081ca7fff,Нижний Новгород,0,0,0,0,0,5,0,0
8946,8a1016081caffff,Нижний Новгород,0,0,0,0,0,14,0,0
8947,8a1016081ceffff,Нижний Новгород,1,0,0,0,0,0,0,0
8948,8a1016081cf7fff,Нижний Новгород,0,0,0,0,0,2,0,0
8949,8a1016081d17fff,Нижний Новгород,24,0,0,0,0,0,0,0
8950,8a1016081d27fff,Нижний Новгород,0,0,0,0,0,0,0,0
8951,8a1016081d37fff,Нижний Новгород,13,0,0,0,0,0,0,0
8952,8a1016081d47fff,Нижний Новгород,0,0,2,0,0,6,0,0
8953,8a1016081d4ffff,Нижний Новгород,0,0,0,0,0,1,0,0
8954,8a1016081d5ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8955,8a1016081d67fff,Нижний Новгород,0,0,2,0,0,0,0,0
8956,8a1016081d6ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8957,8a1016081daffff,Нижний Новгород,11,0,0,0,0,0,0,0
8958,8a101608209ffff,Нижний Новгород,0,0,0,0,0,1,0,0
8959,8a1016082297fff,Нижний Новгород,0,0,0,0,0,3,0,0
8960,8a101608229ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8961,8a10160822b7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8962,8a101608244ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8963,8a1016082487fff,Нижний Новгород,0,0,0,0,0,0,0,0
8964,8a101608248ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8965,8a1016082497fff,Нижний Новгород,0,0,0,0,0,0,0,0
8966,8a101608249ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8967,8a10160824a7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8968,8a10160824affff,Нижний Новгород,0,0,0,0,0,0,0,0
8969,8a10160824cffff,Нижний Новгород,0,0,0,0,0,0,0,0
8970,8a10160824d7fff,Нижний Новгород,0,0,0,0,0,3,0,1
8971,8a10160824effff,Нижний Новгород,0,0,0,0,0,0,0,0
8972,8a10160824f7fff,Нижний Новгород,0,0,0,0,0,0,0,4
8973,8a1016082597fff,Нижний Новгород,0,0,0,0,0,0,0,0
8974,8a101608259ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8975,8a101608260ffff,Нижний Новгород,0,0,0,0,6,0,0,0
8976,8a101608261ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8977,8a101608262ffff,Нижний Новгород,0,0,0,0,0,4,0,0
8978,8a1016082647fff,Нижний Новгород,0,0,0,0,1,5,0,0
8979,8a101608264ffff,Нижний Новгород,0,0,0,0,0,2,0,0
8980,8a1016082657fff,Нижний Новгород,0,0,0,0,0,3,0,0
8981,8a101608265ffff,Нижний Новгород,0,0,0,0,0,1,0,0
8982,8a1016082667fff,Нижний Новгород,0,0,0,0,0,0,0,0
8983,8a101608266ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8984,8a1016082677fff,Нижний Новгород,0,0,0,0,4,4,0,0
8985,8a1016082687fff,Нижний Новгород,0,0,0,0,0,5,0,1
8986,8a101608268ffff,Нижний Новгород,0,0,0,0,0,0,0,0
8987,8a1016082697fff,Нижний Новгород,0,0,0,0,0,0,0,0
8988,8a101608269ffff,Нижний Новгород,0,0,0,0,0,0,0,3
8989,8a10160826a7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8990,8a10160826affff,Нижний Новгород,0,0,0,0,0,0,0,0
8991,8a10160826b7fff,Нижний Новгород,0,0,0,0,0,4,0,0
8992,8a10160826c7fff,Нижний Новгород,0,0,0,0,0,1,0,0
8993,8a10160826cffff,Нижний Новгород,0,0,0,0,0,5,0,0
8994,8a10160826d7fff,Нижний Новгород,0,0,0,0,6,0,0,0
8995,8a10160826dffff,Нижний Новгород,0,0,0,0,11,14,0,0
8996,8a10160826e7fff,Нижний Новгород,0,0,0,0,3,2,0,0
8997,8a10160826effff,Нижний Новгород,0,0,0,0,0,10,0,0
8998,8a10160826f7fff,Нижний Новгород,0,0,0,0,0,0,0,0
8999,8a1016082707fff,Нижний Новгород,0,0,0,0,0,2,0,0
9000,8a101608270ffff,Нижний Новгород,0,0,0,0,0,4,0,0
9001,8a1016082717fff,Нижний Новгород,0,0,0,0,0,5,0,0
9002,8a101608271ffff,Нижний Новгород,0,0,0,0,0,4,0,0
9003,8a1016082727fff,Нижний Новгород,0,0,0,0,0,6,0,0
9004,8a101608272ffff,Нижний Новгород,0,0,0,0,0,4,0,0
9005,8a1016082737fff,Нижний Новгород,0,0,0,0,0,0,0,0
9006,8a1016082747fff,Нижний Новгород,0,0,0,0,0,2,0,0
9007,8a101608274ffff,Нижний Новгород,0,0,0,0,0,2,0,0
9008,8a1016082757fff,Нижний Новгород,0,0,0,0,0,1,0,0
9009,8a101608275ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9010,8a1016082777fff,Нижний Новгород,0,0,0,0,0,2,0,0
9011,8a101608278ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9012,8a1016082797fff,Нижний Новгород,0,0,0,0,0,0,0,0
9013,8a101608279ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9014,8a10160827b7fff,Нижний Новгород,0,0,0,0,0,0,0,0
9015,8a101608296ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9016,8a1016082a07fff,Нижний Новгород,0,0,0,0,0,1,0,0
9017,8a101608304ffff,Нижний Новгород,0,0,0,0,0,3,0,0
9018,8a101608306ffff,Нижний Новгород,0,0,0,0,0,3,0,0
9019,8a1016083097fff,Нижний Новгород,0,0,0,0,0,1,0,0
9020,8a10160830a7fff,Нижний Новгород,0,0,0,0,0,2,0,0
9021,8a10160830b7fff,Нижний Новгород,0,0,0,0,0,1,0,0
9022,8a101608318ffff,Нижний Новгород,0,0,0,0,0,6,0,0
9023,8a1016083197fff,Нижний Новгород,0,0,0,0,0,6,0,0
9024,8a101608319ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9025,8a1016083207fff,Нижний Новгород,0,0,0,0,0,4,0,0
9026,8a101608320ffff,Нижний Новгород,0,0,0,0,0,1,0,0
9027,8a1016083217fff,Нижний Новгород,0,0,0,0,0,4,0,0
9028,8a101608321ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9029,8a101608322ffff,Нижний Новгород,0,0,0,0,0,6,0,0
9030,8a1016083257fff,Нижний Новгород,0,0,0,0,0,4,0,0
9031,8a1016083267fff,Нижний Новгород,7,0,0,0,0,0,0,2
9032,8a101608326ffff,Нижний Новгород,0,0,0,0,0,1,0,0
9033,8a1016083277fff,Нижний Новгород,0,0,0,0,0,5,0,0
9034,8a10160832affff,Нижний Новгород,0,0,0,0,0,2,0,0
9035,8a10160832c7fff,Нижний Новгород,0,0,0,0,0,1,0,0
9036,8a10160832cffff,Нижний Новгород,0,0,0,0,0,0,0,0
9037,8a10160832d7fff,Нижний Новгород,0,0,0,0,5,2,0,0
9038,8a10160832dffff,Нижний Новгород,0,0,0,0,3,0,0,0
9039,8a10160832e7fff,Нижний Новгород,0,0,0,0,0,13,0,0
9040,8a10160832effff,Нижний Новгород,0,0,0,0,0,2,0,0
9041,8a10160832f7fff,Нижний Новгород,0,0,0,0,0,1,0,0
9042,8a1016083307fff,Нижний Новгород,0,0,0,0,0,2,0,0
9043,8a101608330ffff,Нижний Новгород,0,0,0,0,0,4,0,0
9044,8a1016083317fff,Нижний Новгород,0,0,0,0,0,3,0,0
9045,8a101608331ffff,Нижний Новгород,0,0,0,0,0,3,0,0
9046,8a1016083337fff,Нижний Новгород,0,0,0,0,0,1,0,0
9047,8a1016083347fff,Нижний Новгород,0,0,0,0,0,1,0,0
9048,8a1016083357fff,Нижний Новгород,0,0,0,0,0,2,0,0
9049,8a101608335ffff,Нижний Новгород,0,0,0,0,0,3,0,0
9050,8a10160833affff,Нижний Новгород,0,0,0,0,0,1,0,0
9051,8a1016083407fff,Нижний Новгород,0,0,0,0,0,0,0,0
9052,8a101608340ffff,Нижний Новгород,0,0,0,0,0,2,0,0
9053,8a1016083417fff,Нижний Новгород,0,0,0,0,0,0,0,0
9054,8a101608341ffff,Нижний Новгород,0,0,0,0,0,3,0,0
9055,8a1016083427fff,Нижний Новгород,0,0,0,0,0,0,0,0
9056,8a101608342ffff,Нижний Новгород,0,0,0,0,0,1,0,0
9057,8a1016083437fff,Нижний Новгород,0,0,0,0,0,0,0,0
9058,8a1016083447fff,Нижний Новгород,0,0,0,0,0,1,0,0
9059,8a101608344ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9060,8a1016083457fff,Нижний Новгород,0,0,0,0,0,1,0,0
9061,8a101608345ffff,Нижний Новгород,0,0,0,0,0,3,0,0
9062,8a1016083467fff,Нижний Новгород,0,0,0,0,0,0,0,0
9063,8a101608346ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9064,8a1016083477fff,Нижний Новгород,0,0,0,0,0,1,0,0
9065,8a1016083487fff,Нижний Новгород,0,0,0,0,0,2,0,0
9066,8a101608348ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9067,8a1016083497fff,Нижний Новгород,0,0,0,0,0,1,0,0
9068,8a101608349ffff,Нижний Новгород,0,0,0,0,0,1,0,0
9069,8a10160834a7fff,Нижний Новгород,0,0,0,0,0,5,0,0
9070,8a10160834affff,Нижний Новгород,0,0,0,0,0,0,0,0
9071,8a10160834b7fff,Нижний Новгород,0,0,0,0,0,1,0,0
9072,8a10160834c7fff,Нижний Новгород,0,0,0,0,0,0,0,0
9073,8a10160834cffff,Нижний Новгород,0,0,0,0,0,6,0,0
9074,8a10160834d7fff,Нижний Новгород,0,0,0,0,0,1,0,0
9075,8a10160834dffff,Нижний Новгород,0,0,0,0,0,0,0,0
9076,8a10160834e7fff,Нижний Новгород,0,0,0,0,0,2,0,0
9077,8a10160834effff,Нижний Новгород,0,0,0,0,0,5,0,0
9078,8a10160834f7fff,Нижний Новгород,0,0,0,0,0,2,0,0
9079,8a1016083507fff,Нижний Новгород,0,0,0,0,0,2,0,0
9080,8a101608350ffff,Нижний Новгород,0,0,0,0,0,1,0,0
9081,8a1016083517fff,Нижний Новгород,0,0,0,0,0,0,0,0
9082,8a101608351ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9083,8a1016083527fff,Нижний Новгород,0,0,0,0,0,0,0,0
9084,8a101608352ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9085,8a1016083537fff,Нижний Новгород,2,0,0,0,2,0,0,0
9086,8a1016083547fff,Нижний Новгород,0,0,0,0,0,1,0,0
9087,8a101608354ffff,Нижний Новгород,0,0,0,0,0,1,0,0
9088,8a1016083557fff,Нижний Новгород,0,0,0,0,0,1,0,0
9089,8a101608355ffff,Нижний Новгород,0,0,0,0,0,1,0,0
9090,8a1016083567fff,Нижний Новгород,0,0,0,0,0,4,0,0
9091,8a101608356ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9092,8a1016083577fff,Нижний Новгород,0,0,0,0,0,2,0,0
9093,8a1016083587fff,Нижний Новгород,0,0,0,0,0,0,0,0
9094,8a101608358ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9095,8a1016083597fff,Нижний Новгород,6,0,0,0,8,3,0,0
9096,8a101608359ffff,Нижний Новгород,0,0,0,0,0,3,0,0
9097,8a10160835a7fff,Нижний Новгород,3,0,0,0,0,2,0,0
9098,8a10160835affff,Нижний Новгород,0,0,0,0,0,4,0,0
9099,8a1016083607fff,Нижний Новгород,0,0,0,0,10,0,0,1
9100,8a101608360ffff,Нижний Новгород,0,0,0,0,5,0,0,0
9101,8a1016083617fff,Нижний Новгород,0,0,0,0,0,0,0,0
9102,8a101608361ffff,Нижний Новгород,0,0,0,0,0,0,0,1
9103,8a1016083627fff,Нижний Новгород,0,0,0,0,0,0,0,0
9104,8a1016083637fff,Нижний Новгород,0,0,0,0,1,0,0,0
9105,8a1016083687fff,Нижний Новгород,0,0,0,0,0,0,0,2
9106,8a101608368ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9107,8a101608369ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9108,8a10160836a7fff,Нижний Новгород,0,0,0,0,0,0,0,1
9109,8a10160836affff,Нижний Новгород,0,0,0,0,0,0,0,2
9110,8a10160836b7fff,Нижний Новгород,0,0,0,0,3,4,0,4
9111,8a10160836c7fff,Нижний Новгород,0,0,0,0,0,0,0,3
9112,8a10160836cffff,Нижний Новгород,0,0,0,0,1,0,0,0
9113,8a10160836d7fff,Нижний Новгород,0,0,0,0,0,0,0,7
9114,8a10160836dffff,Нижний Новгород,0,0,0,0,0,0,0,0
9115,8a10160836e7fff,Нижний Новгород,0,0,0,0,2,0,0,0
9116,8a10160836f7fff,Нижний Новгород,0,0,0,0,0,0,0,0
9117,8a1016083717fff,Нижний Новгород,0,0,0,0,0,0,0,0
9118,8a1016083737fff,Нижний Новгород,0,0,0,0,0,0,0,0
9119,8a1016083787fff,Нижний Новгород,0,0,0,0,14,3,0,0
9120,8a101608378ffff,Нижний Новгород,0,0,0,0,4,0,0,0
9121,8a1016083797fff,Нижний Новгород,0,0,0,0,0,3,0,0
9122,8a101608379ffff,Нижний Новгород,0,0,0,0,2,0,0,0
9123,8a10160837a7fff,Нижний Новгород,0,0,0,0,1,2,0,0
9124,8a10160837affff,Нижний Новгород,0,0,0,0,0,0,0,0
9125,8a10160837b7fff,Нижний Новгород,0,0,0,0,0,3,0,0
9126,8a1016083807fff,Нижний Новгород,0,0,0,0,0,0,0,0
9127,8a101608380ffff,Нижний Новгород,0,0,0,0,0,4,0,0
9128,8a1016083817fff,Нижний Новгород,0,0,0,0,0,6,0,0
9129,8a101608381ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9130,8a1016083827fff,Нижний Новгород,0,0,0,0,0,5,0,0
9131,8a101608382ffff,Нижний Новгород,0,0,0,0,0,4,0,0
9132,8a1016083837fff,Нижний Новгород,0,0,0,0,0,4,0,0
9133,8a1016083867fff,Нижний Новгород,0,0,0,0,0,4,0,8
9134,8a1016083877fff,Нижний Новгород,0,0,0,0,0,1,0,0
9135,8a1016083907fff,Нижний Новгород,0,0,0,0,0,0,0,0
9136,8a101608390ffff,Нижний Новгород,0,0,0,0,0,4,0,0
9137,8a1016083917fff,Нижний Новгород,0,0,0,0,0,5,0,0
9138,8a101608391ffff,Нижний Новгород,0,0,0,0,0,10,0,0
9139,8a1016083927fff,Нижний Новгород,0,0,0,0,0,0,0,0
9140,8a101608392ffff,Нижний Новгород,0,0,0,0,0,3,0,0
9141,8a1016083937fff,Нижний Новгород,4,0,0,0,7,7,0,3
9142,8a1016083947fff,Нижний Новгород,0,0,0,0,0,1,0,0
9143,8a1016083957fff,Нижний Новгород,0,0,0,0,0,5,0,1
9144,8a101608395ffff,Нижний Новгород,0,0,0,0,0,0,0,7
9145,8a1016083967fff,Нижний Новгород,0,0,0,0,0,7,0,0
9146,8a101608396ffff,Нижний Новгород,0,0,0,0,0,0,0,0
9147,8a1016083977fff,Нижний Новгород,0,0,0,0,0,0,0,0
9148,8a1016083987fff,Нижний Новгород,0,0,0,0,0,10,0,0
9149,8a101608398ffff,Нижний Новгород,0,0,0,0,0,12,0,0
9150,8a10160839a7fff,Нижний Новгород,1,0,0,0,0,3,0,0
9151,8a10160839affff,Нижний Новгород,0,0,0,0,0,2,0,0
9152,8a10160839b7fff,Нижний Новгород,0,0,0,0,0,4,0,0
